#Star_ID        Band            ew(A)
B0.5-IV-ID1693  SiIV/4116       0.0928300012023
B0.5-IV-ID1693  HeI/4121        0.0825073317178
B0.5-IV-ID1693  SiII/4130       -0.0876241708142
B0.5-IV-ID1693  HeI/4144        0.319135511032
B0.5-IV-ID1693  HeII/4200       0.16266632998
B0.5-IV-ID1693  FeII/4233       0.000334993542166
B0.5-IV-ID1693  HeI/4387        0.489173803929
B0.5-IV-ID1693  OII/4416        0.083802793769
B0.5-IV-ID1693  HeI/4471        0.296462232562
B0.5-IV-ID1693  MgII/4481       -0.131855913597
B0.5-IV-ID1693  HeII/4541       0.146882084572
B0.5-IV-ID1693  SiIII/4553      0.142661477889
B0.5-IV-ID1693  OII+CIII/4645   0.299936491492
B0.5-IV-ID1693  HeII/4686       0.102925583106
B0.5-IV-ID1701  CaIIK/3928      0.123646324658
B0.5-IV-ID1701  HeI/4009        0.263331803143
B0.5-IV-ID1701  HeI/4026        0.827142123192
B0.5-IV-ID1701  SiIV/4088       0.344050461589
B0.5-IV-ID1701  SiIV/4116       0.253781366772
B0.5-IV-ID1701  HeI/4121        0.207244181978
B0.5-IV-ID1701  SiII/4130       0.0170949833532
B0.5-IV-ID1701  HeI/4144        0.271058125707
B0.5-IV-ID1701  HeII/4200       0.510964945575
B0.5-IV-ID1701  FeII/4233       0.0882743065392
B0.5-IV-ID1701  HeI/4387        0.306197620333
B0.5-IV-ID1701  OII/4416        0.000240388421106
B0.5-IV-ID1701  HeI/4471        0.677136650032
B0.5-IV-ID1701  MgII/4481       0.208202088751
B0.5-IV-ID1701  HeII/4541       0.145385587518
B0.5-IV-ID1701  SiIII/4553      0.0953253439209
B0.5-IV-ID1701  OII+CIII/4645   0.369003341641
B0.5-IV-ID1701  HeII/4686       0.404106920264
B0.5-IV-ID1905  CaIIK/3928      0.220707269748
