Name,RAJ2000,DEJ2000,U,e_U,B,e_B,V,e_V,I,e_I,J,e_J,H,e_H,K,e_K,[3.6],e_[3.6],[4.5],e_[4.5],[5.8],e_[5.8],[8.0],e_[8.0],[24],e_[24],SpT
"W61 16-12                  ",82.21521,-68.77905,,,15.21,,13.39,,11.556,0.02,10.204,0.024,9.409,0.025,9.099,0.019,8.959,0.031,9.142,0.019,8.955,0.026,8.873,0.024,7.949,0.112,RSG
"[GDN2015] LMC258           ",85.232735,-69.693436,17.55,0.068,15.698,0.403,13.642,0.076,11.774,0.03,10.339,0.024,9.441,0.024,9.102,0.021,8.845,0.029,9.045,0.023,8.826,0.019,8.712,0.025,7.706,0.222,RSG
"W61  6-44                  ",85.51983,-69.18302,17.871,0.234,15.824,0.028,13.878,0.046,11.715,0.03,10.319,0.021,9.427,0.024,9.159,0.021,8.974,0.026,9.148,0.018,8.959,0.028,8.935,0.025,8.702,,RSG
"[GDN2015] LMC157           ",83.26567,-69.32809,17.324,0.042,15.598,0.032,13.696,0.078,11.552,0.03,10.165,0.023,9.363,0.027,9.021,0.019,8.821,0.034,9.035,0.021,8.823,0.027,8.657,0.023,7.732,0.111,RSG
"[GDN2015] LMC44            ",81.58435,-69.50343,15.234,0.13,14.691,0.082,12.598,0.081,11.564,0.03,10.247,0.028,9.495,0.033,9.229,0.023,9.01,0.032,9.276,0.023,9.098,0.025,9.007,0.022,8.636,0.167,RSG
"V* TT Dor                  ",76.81658,-68.88351,13.513,0.01,12.894,0.01,12.116,0.01,11.395,0.02,10.647,0.023,10.319,0.022,10.222,0.02,10.076,0.021,10.073,0.019,10.048,0.029,10.018,0.032,9.294,0.357,RSG
"[GDN2015] LMC234           ",84.47767,-69.15091,18.339,0.125,15.976,0.056,14.138,0.038,11.872,0.02,10.301,0.021,9.391,0.025,9.067,0.021,8.828,0.04,8.982,0.027,8.798,0.022,8.667,0.019,6.854,,RSG
"[GDN2015] LMC257           ",85.22237,-69.75691,19.344,0.105,17.379,0.046,15.185,0.049,12.179,0.03,10.293,0.023,9.258,0.021,8.887,0.019,8.498,0.03,8.673,0.041,8.409,0.023,8.262,0.022,6.099,0.187,RSG
"[GDN2015] LMC225           ",84.20075,-69.27844,17.809,0.055,15.891,0.032,13.835,0.046,11.877,0.02,10.434,0.023,9.546,0.026,9.234,0.023,8.99,0.029,9.198,0.019,8.981,0.024,8.873,0.021,8.791,0.365,RSG
"[GDN2015] LMC33            ",81.23672,-69.688194,17.396,0.377,14.989,0.064,13.284,0.057,,,10.128,0.021,9.316,0.024,9.052,0.02,8.837,0.043,9.025,0.02,8.823,0.023,8.733,0.022,7.006,0.063,RSG
"[GDN2015] LMC195           ",83.749146,-69.21024,17.703,0.084,15.826,0.04,13.885,0.05,11.898,0.03,10.325,0.021,9.479,0.025,9.16,0.023,8.907,0.026,9.083,0.016,8.927,0.021,8.844,0.018,7.334,0.113,RSG
"[GDN2015] LMC70            ",82.08717,-69.05707,18.374,0.104,16.153,0.036,14.298,0.216,11.93,0.02,10.314,0.021,9.351,0.024,8.966,0.021,8.739,0.033,8.895,0.029,8.649,0.023,8.476,0.022,6.598,0.057,RSG
"[GDN2015] LMC167           ",83.41392,-69.18129,17.036,0.106,16.035,0.036,14.054,0.029,11.821,0.03,10.202,0.023,9.35,0.026,9.045,0.024,9.101,0.116,8.859,0.03,8.691,0.023,8.554,0.02,9.503,,RSG
"SP77 39-16                 ",78.28538,-70.13954,16.663,0.11,14.814,0.01,13.046,0.01,11.545,0.02,10.405,0.022,9.756,0.025,9.518,0.021,9.363,0.04,9.484,0.019,9.367,0.027,9.25,0.026,8.77,0.173,RSG
"[GDN2015] LMC51            ",81.76415,-69.08877,16.563,0.11,15.044,0.02,13.236,0.01,11.558,0.03,10.332,0.024,9.549,0.024,9.293,0.021,9.108,0.041,9.295,0.026,9.135,0.027,9.028,0.029,9.668,,RSG
"2MASS J05401935-6941226    ",85.08066,-69.68964,13.49,0.024,13.112,0.094,12.577,0.036,11.667,0.03,10.934,0.023,10.572,0.022,10.408,0.019,10.227,0.03,10.147,0.021,9.963,0.025,9.275,0.024,7.177,0.149,RSG
"W61  6-69                  ",85.55076,-69.20365,17.154,0.053,14.264,0.04,13.316,0.02,11.726,0.03,10.44,0.024,9.622,0.026,9.335,0.023,9.135,0.035,9.357,0.017,9.183,0.023,9.092,0.026,9.26,,RSG
"W61  6-12                  ",85.468735,-69.20858,18.782,0.062,16.401,0.032,14.261,0.033,11.959,0.03,10.413,0.021,9.526,0.022,9.155,0.019,8.826,0.025,8.977,0.034,8.776,0.02,8.576,0.02,8.089,0.2,RSG
"W61  6-51                  ",85.530975,-69.19548,17.149,0.047,15.479,0.033,13.631,0.067,11.754,0.03,10.485,0.026,9.61,0.021,9.351,0.023,9.257,0.032,9.387,0.023,9.243,0.022,9.137,0.028,8.89,,RSG
"[GDN2015] LMC22            ",80.984436,-69.60604,17.173,0.114,14.753,0.139,13.138,0.053,11.514,0.02,10.223,0.022,9.438,0.023,9.182,0.022,9.026,0.03,9.228,0.021,9.053,0.023,8.873,0.025,9.596,,RSG
"[GDN2015] LMC224           ",84.198,-69.16955,17.721,0.068,15.743,0.059,13.878,0.029,11.892,0.02,10.399,0.023,9.559,0.026,9.206,0.022,9.018,0.032,9.207,0.019,9.038,0.032,8.929,0.024,7.229,,RSG
"RM 1-586                   ",83.25732,-66.80149,15.772,0.034,14.206,0.031,12.707,0.084,11.339,0.03,10.412,0.024,9.778,0.022,9.579,0.021,9.467,0.034,9.562,0.017,9.478,0.025,9.375,0.023,8.92,0.259,RSG
"CPD-69   461               ",84.664276,-69.49724,,,12.51,,12.1,,11.419,0.03,11.038,0.024,10.799,0.025,10.72,0.026,10.688,0.027,10.669,0.026,10.674,0.043,,,5.199,0.05,RSG
"[GDN2015] LMC164           ",83.35743,-68.99936,17.333,0.111,15.387,0.018,13.504,0.047,11.729,0.04,10.391,0.026,9.533,0.024,9.26,0.021,9.099,0.036,9.255,0.02,9.118,0.026,9.035,0.028,7.963,0.123,RSG
"[GDN2015] LMC88            ",82.37099,-68.86121,16.593,0.09,15.004,0.02,13.276,0.01,11.65,0.02,10.324,0.026,9.542,0.025,9.278,0.019,9.139,0.035,9.33,0.02,9.215,0.025,9.152,0.027,9.026,0.281,RSG
"[W60] A52                  ",83.724045,-69.13391,16.936,0.045,15.15,0.142,13.513,0.067,11.848,0.03,10.564,0.023,9.961,0.024,9.688,0.023,9.355,0.033,9.462,0.02,9.271,0.028,9.092,0.028,6.386,,RSG
"[GDN2015] LMC47            ",81.64132,-69.37514,16.753,0.12,15.224,0.02,13.426,0.01,11.654,0.03,10.375,0.023,9.575,0.023,9.339,0.023,9.094,0.031,9.261,0.016,9.046,0.028,8.892,0.019,8.581,0.173,RSG
"[M2002] LMC 124858         ",80.43284,-69.35709,18.288,0.257,15.568,0.038,13.819,0.087,11.857,0.02,10.357,0.029,9.499,0.034,9.172,0.032,8.929,0.028,9.148,0.018,8.927,0.019,8.738,0.017,7.934,0.184,RSG
"[GDN2015] LMC159           ",83.29776,-68.881836,17.403,0.081,15.22,0.018,13.503,0.046,11.653,0.04,10.391,0.026,9.575,0.022,9.312,0.023,10.545,0.166,9.301,0.017,9.161,0.026,9.049,0.026,8.17,0.157,RSG
"[GDN2015] LMC114           ",82.717224,-69.4285,14.733,0.02,14.594,0.02,13.706,0.01,11.68,0.04,10.226,0.024,9.482,0.025,9.194,0.023,8.957,0.028,9.081,0.02,8.785,0.02,8.384,0.019,6.299,0.039,RSG
"[GDN2015] LMC101           ",82.50727,-69.47716,15.833,0.06,15.064,0.02,13.526,0.01,11.628,0.02,10.293,0.027,9.495,0.023,9.245,0.024,9.006,0.03,9.228,0.019,9.073,0.027,8.994,0.027,9.396,0.353,RSG
"[GDN2015] LMC79            ",82.21592,-70.01237,19.665,0.123,18.107,0.103,16.426,0.072,12.112,0.02,10.244,0.021,9.346,0.024,8.98,0.02,8.621,0.031,8.594,0.024,8.345,0.022,8.048,0.024,6.015,0.035,RSG
"[GDN2015] LMC7             ",80.599045,-69.38114,16.393,0.12,15.144,0.02,13.416,0.01,11.64,0.02,10.339,0.023,9.55,0.024,9.3,0.023,9.118,0.041,9.347,0.018,9.174,0.025,9.085,0.023,9.323,0.318,RSG
"[GDN2015] LMC91            ",82.3785,-68.799644,17.753,0.22,15.314,0.02,13.476,0.01,11.751,0.02,10.431,0.024,9.638,0.023,9.415,0.019,9.294,0.032,9.447,0.022,9.306,0.027,9.233,0.031,9.407,0.463,RSG
"[GDN2015] LMC20            ",80.94977,-70.126335,17.523,0.049,15.752,0.032,14.032,0.077,11.739,0.02,10.407,0.023,9.545,0.027,9.269,0.021,9.063,0.035,9.219,0.02,9.061,0.027,8.987,0.022,8.313,0.135,RSG
"[GDN2015] LMC179           ",83.57651,-69.03836,14.983,0.02,14.674,0.01,13.426,0.01,11.782,0.03,10.457,0.023,9.686,0.026,9.378,0.019,9.22,0.038,9.343,0.02,9.21,0.026,9.16,0.028,8.947,,RSG
"[GDN2015] LMC92            ",82.39301,-68.886215,17.274,0.086,15.385,0.028,13.712,0.027,11.691,0.02,10.319,0.023,9.515,0.022,9.236,0.019,8.977,0.031,9.123,0.022,8.879,0.023,8.697,0.022,7.096,0.061,RSG
"[GDN2015] LMC175           ",83.50646,-68.86192,16.713,0.09,15.124,0.02,13.406,0.01,11.721,0.03,10.411,0.024,9.611,0.022,9.385,0.021,9.198,0.024,9.411,0.02,9.286,0.025,9.2,0.025,9.596,0.422,RSG
"[GDN2015] LMC263           ",85.52951,-69.04813,17.496,0.064,15.718,0.02,13.839,0.031,11.876,0.03,10.51,0.024,9.672,0.022,9.375,0.02,9.222,0.028,9.415,0.017,9.252,0.022,9.208,0.02,8.797,0.509,RSG
"SP77 46-10                 ",81.13504,-68.49851,15.723,0.05,14.634,0.01,13.056,0.01,11.588,0.02,10.635,0.024,9.992,0.021,9.818,0.019,9.647,0.025,9.713,0.022,9.641,0.026,9.555,0.037,7.664,0.103,RSG
2MASS_J05384249-6923091,84.677181,-69.385871,10.839,0.044,11.295,0.061,11.399,0.217,11.301,0.121,11.419,0.026,11.399,0.025,11.415,0.026,11.368,0.031,11.332,0.032,11.31,0.035,11.281,0.038,9.564,,YSG
2MASS_J05323122-7102280,83.130174,-71.041171,17.004,0.036,15.381,0.029,13.75,0.027,12.067,0.062,11.032,0.021,10.264,0.023,10.124,0.023,9.969,0.018,10.035,0.018,9.963,0.023,9.922,0.024,9.618,,YSG
2MASS_J05022839-7209032,75.618264,-72.150955,15.428,0.024,14.224,0.029,13.049,0.029,11.491,0.287,10.73,0.021,10.078,0.026,9.936,0.023,9.806,0.019,9.836,0.021,9.786,0.027,9.767,0.026,9.219,,YSG
2MASS_J05060887-7115260,76.536969,-71.257263,15.432,0.039,14.371,0.028,13.145,0.077,11.817,0.159,11.252,0.023,10.783,0.025,10.639,0.02,10.369,0.028,10.504,0.018,10.389,0.031,10.347,0.031,8.902,,YSG
2MASS_J05235715-7149267,80.988046,-71.824119,17.768,0.049,15.803,0.045,13.934,0.031,12.137,0.108,10.993,0.023,10.295,0.024,10.076,0.024,9.886,0.022,10.041,0.022,9.901,0.023,9.79,0.035,8.731,,YSG
2MASS_J05261181-7133407,81.549157,-71.561316,11.087,0.03,11.435,0.083,11.609,0.271,11.204,0.134,11.402,0.024,11.36,0.027,11.382,0.029,11.321,0.02,11.272,0.025,11.285,0.042,11.207,0.034,9.555,,YSG
2MASS_J05312180-7057254,82.840827,-70.957105,14.933,0.043,14.421,0.028,12.786,0.156,11.984,0.044,10.985,0.023,10.472,0.023,10.333,0.022,10.29,0.019,10.394,0.018,10.305,0.025,10.228,0.025,9.248,,YSG
2MASS_J05052070-7044306,76.33632,-70.741899,10.586,0.177,10.97,0.187,11.277,0.096,11.176,0.212,11.169,0.021,11.119,0.025,11.056,0.022,10.998,0.024,10.872,0.027,10.868,0.029,10.789,0.036,9.129,,YSG
2MASS_J05092015-7027269,77.33387,-70.457524,13.873,0.01,13.374,0.01,12.726,,11.693,0.111,11.218,0.024,10.81,0.025,10.707,0.021,10.804,0.028,10.833,0.028,10.944,0.039,10.923,0.047,9.753,0.44,YSG
2MASS_J05072009-7027152,76.833805,-70.454279,15.553,0.04,14.754,0.01,13.706,0.01,12.149,0.093,11.66,0.023,11.498,0.026,11.408,0.025,11.152,0.025,11.15,0.026,11.101,0.035,11.085,0.033,9.744,,YSG
2MASS_J05110487-7014366,77.770356,-70.243546,14.443,0.01,13.804,0.01,13.006,0.01,11.966,0.07,11.436,0.023,11.099,0.024,11.019,0.026,10.845,0.026,10.798,0.022,10.809,0.028,10.818,0.028,9.936,,YSG
2MASS_J05014071-7054588,75.419589,-70.916391,16.946,0.042,15.383,0.03,13.692,0.021,11.7,0.239,11.089,0.023,10.405,0.027,10.17,0.026,10.055,0.018,10.182,0.02,10.058,0.019,9.982,0.021,9.117,,YSG
2MASS_J04542376-7054057,73.598994,-70.901632,13.483,0.01,13.024,0.01,12.496,0.01,11.854,0.278,11.316,0.024,10.948,0.022,10.842,0.025,10.748,0.026,10.824,0.022,10.73,0.026,10.683,0.039,9.137,,YSG
2MASS_J04520951-7030191,73.039589,-70.505352,12.893,0.01,12.754,0.01,12.606,0.01,12.336,0.041,12.023,0.025,11.948,0.026,11.904,0.023,11.784,0.029,11.786,0.027,11.762,0.031,11.741,0.041,9.086,,YSG
2MASS_J04510771-7016397,72.781996,-70.277724,12.663,0.01,12.524,0.01,12.346,0.01,11.986,0.088,11.714,0.023,11.638,0.027,11.582,0.023,11.492,0.026,11.465,0.025,11.437,0.027,11.442,0.032,9.372,,YSG
2MASS_J05041858-7041189,76.077466,-70.688638,12.713,0.01,12.784,0.01,12.706,0.01,12.295,0.141,12.32,0.026,12.287,0.03,12.254,0.035,12.21,0.027,12.163,0.027,12.19,0.045,12.093,0.043,9.543,,YSG
2MASS_J05011887-7037492,75.328644,-70.630371,11.444,0.043,12.073,0.216,11.827,0.25,11.882,0.102,11.858,0.023,11.835,0.025,11.807,0.025,11.745,0.027,11.767,0.03,11.71,0.037,11.758,0.044,9.229,,YSG
2MASS_J05014519-7035523,75.438257,-70.597869,10.88,0.115,11.564,0.134,11.601,0.113,11.58,0.085,11.476,0.024,11.432,0.027,11.441,0.026,11.347,0.022,11.307,0.024,11.249,0.034,11.249,0.042,9.58,0.428,YSG
2MASS_J04553248-6957450,73.885207,-69.962535,10.68,0.118,10.572,0.115,9.933,0.082,,,9.16,0.024,8.906,0.024,8.828,0.023,8.657,0.031,8.611,0.031,8.612,0.022,8.563,0.021,8.437,0.241,YSG
2MASS_J04581080-6956589,74.544912,-69.949684,14.443,0.01,13.884,0.01,13.076,,12.05,0.104,11.252,0.023,10.795,0.025,10.642,0.023,10.854,0.03,10.77,0.049,10.758,0.027,10.758,0.034,9.618,,YSG
2MASS_J04555280-6942224,73.969973,-69.706258,12.623,,12.624,,12.476,,12.652,0.297,12.257,0.032,12.18,0.034,12.15,0.034,12.058,0.038,12.022,0.021,12.05,0.037,12.025,0.041,9.23,,YSG
2MASS_J04565839-6939100,74.24325,-69.652816,17.054,0.091,15.273,0.024,13.56,0.039,12.018,0.107,11.014,0.025,10.272,0.026,10.094,0.026,9.958,0.023,10.067,0.025,10.009,0.026,9.893,0.026,9.031,,YSG
2MASS_J04563637-6933273,74.151519,-69.557621,13.133,0.01,12.904,,12.736,,,,12.013,0.023,11.924,0.026,11.874,0.026,11.778,0.026,11.749,0.029,11.719,0.033,11.75,0.038,9.682,,YSG
2MASS_J05064796-7002134,76.699871,-70.037055,13.993,0.01,13.354,0.01,12.536,0.01,11.436,0.326,11.04,0.023,10.611,0.026,10.518,0.023,10.358,0.017,10.403,0.021,10.337,0.022,10.228,0.031,8.387,0.164,YSG
2MASS_J05034470-6906016,75.93624,-69.100485,11.883,0.01,12.634,0.01,12.586,0.01,12.415,0.138,12.279,0.024,12.21,0.027,12.184,0.028,12.082,0.042,12.026,0.025,12.044,0.039,11.996,0.053,8.279,0.179,YSG
2MASS_J04562749-6922466,74.114507,-69.37966,14.193,0.01,13.634,0.01,12.926,0.01,12.447,0.079,11.528,0.021,11.26,0.025,11.197,0.023,11.048,0.026,10.996,0.02,10.997,0.025,10.989,0.025,9.54,,YSG
2MASS_J04583662-6850322,74.652534,-68.842332,12.133,0.01,12.604,0.01,12.526,0.01,12.204,0.165,12.11,0.023,12.08,0.027,11.995,0.028,11.878,0.028,11.867,0.024,11.836,0.037,11.838,0.035,9.111,,YSG
2MASS_J04491348-6947132,72.306133,-69.78703,16.473,0.06,15.134,0.01,13.596,0.01,12.082,0.047,11.083,0.022,10.436,0.021,10.293,0.021,10.131,0.02,10.279,0.023,10.196,0.025,10.12,0.03,9.421,0.474,YSG
2MASS_J04533718-6943071,73.404926,-69.718649,13.293,0.01,12.984,,12.716,,12.599,0.433,11.866,0.023,11.722,0.025,11.651,0.023,11.563,0.024,11.53,0.027,11.534,0.037,11.535,0.034,9.445,,YSG
2MASS_J04540940-6937189,73.539092,-69.621949,11.377,0.038,12.249,0.066,12.319,0.046,12.41,0.117,12.497,0.036,12.488,0.049,12.495,0.046,12.484,0.028,12.468,0.029,12.445,0.045,12.492,0.056,9.194,,YSG
2MASS_J04530398-6937285,73.266608,-69.624613,15.053,0.03,14.204,0.01,12.996,0.01,11.442,0.105,10.663,0.023,9.975,0.024,9.902,0.023,9.728,0.026,9.79,0.021,9.741,0.026,9.685,0.029,9.079,,YSG
2MASS_J04544146-6926117,73.672759,-69.43659,12.223,0.01,12.714,0.01,12.596,0.01,12.303,0.085,11.994,0.021,11.928,0.025,11.829,0.025,11.855,0.033,11.786,0.026,11.743,0.039,11.692,0.038,9.309,,YSG
2MASS_J04535951-6922426,73.497923,-69.378501,12.253,0.01,12.704,0.01,12.656,0.01,12.422,0.062,12.231,0.021,12.211,0.022,12.199,0.026,12.053,0.034,12.066,0.028,12.088,0.04,,,9.127,,YSG
2MASS_J04514507-6930177,72.937826,-69.504974,12.793,0.01,12.584,0.01,12.396,0.01,12.004,0.053,11.701,0.022,11.534,0.023,11.518,0.024,11.428,0.028,11.389,0.028,11.375,0.037,11.398,0.037,9.695,,YSG
2MASS_J04505585-6925525,72.732608,-69.431279,11.2,0.048,11.16,0.042,10.501,0.151,10.192,0.043,9.693,0.022,9.449,0.019,9.363,0.019,9.296,0.025,9.17,0.017,9.085,0.02,8.987,0.022,9.049,0.336,YSG
2MASS_J04515810-6925339,72.992045,-69.426085,9.984,0.101,11.002,0.09,10.624,0.081,,,10.012,0.021,9.863,0.025,9.631,0.023,9.641,0.024,9.534,0.02,9.438,0.022,9.32,0.028,7.001,0.077,YSG
2MASS_J04511357-6911410,72.806581,-69.194751,13.083,0.01,12.954,0.01,12.796,0.01,12.425,0.197,12.135,0.02,12.046,0.023,11.983,0.028,11.857,0.028,11.86,0.027,11.872,0.042,11.866,0.045,9.616,,YSG
2MASS_J04473323-6914328,71.888381,-69.242482,12.923,0.01,12.764,0.01,12.586,0.01,12.102,0.137,11.799,0.022,11.724,0.024,11.642,0.021,11.551,0.025,11.535,0.025,11.5,0.036,11.487,0.037,9.189,,YSG
2MASS_J04475403-6910456,71.975094,-69.179365,12.573,0.01,12.684,0.01,12.576,0.01,12.181,0.258,12.022,0.023,11.975,0.021,11.945,0.024,11.79,0.024,11.804,0.025,11.791,0.039,11.708,0.046,9.062,0.348,YSG
2MASS_J04491403-6858116,72.308379,-68.969932,13.413,0.01,12.964,0.01,12.536,0.01,,,11.447,0.024,11.237,0.028,11.164,0.023,10.998,0.02,10.931,0.024,10.976,0.023,10.98,0.027,9.589,,YSG
2MASS_J04482971-6907269,72.123745,-69.124155,12.313,0.01,12.544,0.01,12.476,0.01,12.03,0.287,12.045,0.024,11.984,0.022,11.952,0.024,11.848,0.033,11.817,0.031,11.771,0.038,11.811,0.038,9.535,,YSG
2MASS_J04544600-6857459,73.691658,-68.962766,11.925,0.135,12.276,0.065,12.265,0.059,11.638,0.238,12.054,0.03,11.969,0.03,11.96,0.026,11.907,0.026,11.863,0.025,11.821,0.033,11.811,0.047,9.016,,YSG
2MASS_J04515432-6901266,72.976353,-69.024127,13.173,0.01,12.934,0.01,12.766,0.01,12.163,0.113,12.061,0.023,11.925,0.025,11.897,0.028,11.753,0.028,11.764,0.024,11.724,0.034,11.802,0.04,8.925,,YSG
2MASS_J04532533-6855003,73.355497,-68.916738,16.203,0.06,14.844,0.01,13.356,0.01,11.954,0.085,10.938,0.021,10.405,0.025,10.197,0.02,10.101,0.024,10.218,0.023,10.109,0.025,10.038,0.04,9.232,,YSG
2MASS_J05455985-7113422,86.499336,-71.228413,12.786,0.033,12.744,0.035,12.355,0.132,12.197,0.182,12.136,0.023,12.006,0.022,12.052,0.026,11.984,0.034,11.947,0.024,11.905,0.041,11.934,0.044,10.0,,YSG
2MASS_J05323656-7048246,83.152437,-70.806849,12.736,0.038,12.243,0.159,11.983,0.191,11.638,0.256,11.286,0.022,11.121,0.024,11.082,0.021,11.038,0.028,10.971,0.027,10.896,0.053,10.951,0.032,9.225,,YSG
2MASS_J05340114-7042440,83.504754,-70.712269,12.245,0.053,12.365,0.153,12.348,0.215,12.077,0.2,12.027,0.028,11.925,0.032,11.922,0.029,11.859,0.029,11.77,0.027,11.757,0.039,11.724,0.037,9.709,,YSG
2MASS_J05484964-7003579,87.206762,-70.066085,10.903,0.177,12.11,0.072,12.166,0.09,,,12.267,0.026,12.297,0.03,12.255,0.024,12.213,0.043,12.172,0.03,12.082,0.044,12.064,0.068,5.396,0.122,YSG
2MASS_J05490285-7002302,87.261783,-70.041763,11.141,0.095,12.174,0.063,11.904,0.18,11.655,0.257,11.638,0.026,11.584,0.03,11.516,0.021,11.459,0.039,11.418,0.031,11.333,0.039,11.398,0.044,5.753,0.041,YSG
2MASS_J05530181-6959465,88.257494,-69.996282,16.97,0.092,15.169,0.029,13.531,0.033,11.95,0.186,10.895,0.024,10.197,0.024,10.039,0.025,9.822,0.022,9.98,0.023,9.892,0.019,9.81,0.023,9.154,,YSG
2MASS_J05412014-6936229,85.334105,-69.606369,11.307,0.067,11.79,0.093,11.79,0.051,11.91,0.13,11.978,0.026,11.969,0.034,11.918,0.027,11.687,0.031,11.623,0.027,11.542,0.033,11.429,0.036,8.89,,YSG
2MASS_J05411804-6929541,85.325224,-69.498365,12.443,0.01,13.184,0.01,12.966,0.01,12.651,0.109,12.428,0.029,12.41,0.032,12.361,0.034,12.322,0.03,12.256,0.028,12.204,0.048,12.3,0.052,9.308,,YSG
2MASS_J05413010-6919312,85.375506,-69.325357,12.297,0.131,12.092,0.137,11.986,0.219,11.509,0.047,11.028,0.021,10.925,0.024,10.871,0.024,10.764,0.022,10.697,0.023,10.721,0.032,10.708,0.027,9.14,,YSG
2MASS_J05420016-6912450,85.500644,-69.212493,11.865,0.031,12.2,0.053,11.807,0.198,11.588,0.044,11.173,0.021,11.043,0.024,11.036,0.021,10.87,0.024,10.856,0.022,10.823,0.029,10.803,0.03,9.093,,YSG
2MASS_J05421537-6913207,85.564048,-69.222429,11.803,0.01,12.614,0.01,12.596,0.01,12.502,0.085,12.427,0.026,12.393,0.026,12.371,0.029,12.28,0.031,12.261,0.032,12.286,0.037,,,9.322,,YSG
2MASS_J05400109-6934527,85.004715,-69.581335,13.044,0.104,13.01,0.093,12.735,0.114,12.114,0.051,11.794,0.026,11.588,0.021,11.513,0.023,11.36,0.025,11.287,0.024,11.27,0.05,,,5.502,,YSG
2MASS_J05380127-6922140,84.505436,-69.370549,11.243,0.031,12.122,0.157,12.032,0.113,12.107,0.044,12.186,0.024,12.179,0.027,12.179,0.026,11.974,0.035,11.969,0.025,11.883,0.038,11.954,0.048,7.516,0.509,YSG
2MASS_J05361643-6931270,84.068395,-69.524133,11.419,0.09,12.279,0.096,12.112,0.24,12.329,0.141,12.178,0.023,12.217,0.026,12.173,0.026,12.122,0.037,12.12,0.03,12.095,0.043,12.059,0.071,4.736,0.035,YSG
2MASS_J05370943-6919283,84.289224,-69.324496,12.403,0.01,12.534,0.01,12.316,0.01,11.806,0.129,11.567,0.023,11.484,0.026,11.417,0.029,11.239,0.024,11.213,0.022,11.182,0.024,11.137,0.032,7.384,,YSG
2MASS_J05365682-6916183,84.236693,-69.271743,12.253,0.01,12.484,0.01,12.266,0.01,11.815,0.123,11.538,0.024,11.451,0.031,11.36,0.026,11.233,0.026,11.218,0.028,11.191,0.036,11.202,0.037,9.352,,YSG
2MASS_J05352715-6913524,83.863096,-69.231226,11.448,0.03,12.316,0.089,12.25,0.193,12.209,0.042,12.131,0.026,12.117,0.035,12.051,0.032,11.972,0.023,11.954,0.022,11.943,0.033,11.986,0.058,6.206,,YSG
2MASS_J05351324-6914345,83.805162,-69.242926,12.803,0.01,12.984,0.01,12.786,0.01,12.413,0.092,12.114,0.023,12.016,0.028,11.958,0.032,11.815,0.022,11.827,0.027,11.762,0.031,11.775,0.041,5.141,0.064,YSG
2MASS_J05402124-6918417,85.088618,-69.311585,12.873,0.01,12.984,0.01,12.546,0.01,11.969,0.072,11.447,0.021,11.298,0.022,11.219,0.024,11.058,0.024,10.974,0.029,11.007,0.033,11.076,0.053,6.019,0.046,YSG
2MASS_J05390594-6916267,84.774861,-69.274074,12.316,0.03,12.565,0.03,12.255,0.178,11.532,0.063,11.091,0.021,10.922,0.022,10.777,0.021,10.632,0.023,10.573,0.024,10.516,0.028,10.496,0.044,7.359,,YSG
2MASS_J05383886-6908144,84.661853,-69.137407,12.623,0.01,13.114,0.01,12.516,0.01,10.44,0.126,11.184,0.027,10.898,0.032,10.697,0.027,10.402,0.031,10.319,0.046,10.291,0.045,,,0.703,0.024,YSG
2MASS_J05392024-6906263,84.834304,-69.107285,12.803,0.01,13.174,0.01,12.886,0.01,10.863,0.18,11.982,0.023,11.854,0.022,11.759,0.027,11.606,0.023,11.586,0.031,11.518,0.032,11.57,0.059,8.917,,YSG
2MASS_J05362147-6906478,84.08946,-69.113302,,,9.505,0.107,14.121,0.482,9.728,0.075,11.445,0.024,11.341,0.026,11.322,0.025,11.162,0.022,11.091,0.02,11.048,0.023,10.98,0.023,8.29,,YSG
2MASS_J05374903-6905082,84.454245,-69.085607,11.791,0.104,9.447,0.083,11.615,0.15,,,10.947,0.021,10.862,0.025,10.731,0.023,10.571,0.031,10.377,0.018,10.271,0.027,10.004,0.022,3.871,0.123,YSG
2MASS_J05360378-6901300,84.015721,-69.025035,12.313,0.01,13.004,0.01,12.706,0.01,10.428,0.133,11.781,0.023,11.669,0.026,11.609,0.026,11.398,0.02,11.346,0.017,11.298,0.029,11.287,0.029,9.42,,YSG
2MASS_J05353846-6856490,83.910225,-68.946966,11.783,0.01,12.664,0.01,12.676,0.01,,,12.452,0.021,12.466,0.023,12.446,0.03,12.328,0.021,12.31,0.029,12.263,0.036,12.355,0.069,8.901,0.358,YSG
2MASS_J05363237-6854015,84.134888,-68.900471,,,9.358,0.046,14.245,0.322,9.191,0.056,9.466,0.023,9.311,0.021,9.217,0.023,9.045,0.026,8.977,0.027,8.927,0.02,8.873,0.017,8.395,0.221,YSG
2MASS_J05374913-6855016,84.45469,-68.917124,11.338,0.064,9.493,0.054,11.449,0.039,,,11.233,0.021,11.237,0.025,11.165,0.025,10.97,0.017,10.865,0.016,10.801,0.019,10.715,0.022,7.035,0.27,YSG
2MASS_J05421155-6901392,85.548076,-69.027585,12.222,0.034,10.227,0.127,12.197,0.086,,,11.992,0.024,11.956,0.024,11.943,0.026,11.957,0.025,11.911,0.02,11.862,0.033,11.875,0.031,6.431,0.077,YSG
